"","Name","Clay","Hard","Grass","Played"
"108","Martin Klizan",0.555555555555556,0.4,0,88
"109","Marton Fucsovics",0.525423728813559,0.493243243243243,0.44,232
"110","Ricardo Rodriguez",0.5,0.666666666666667,0,11
"111","Luis David Martinez",0,0.5,0,6
"112","Jordi Munoz Abreu",0,0.25,0,4
"113","Ayed Zatar",0.25,0,0,4
"114","Darian King",0.75,0.590909090909091,0,26
"115","Bruno Britez",0.5,0,0,2
"116","Federico Zeballos",0,0.4,0,7
"117","Marcelo Arevalo",0,0.823529411764706,0,18
"118","Rodrigo Banzer",0,1,0,1
"119","Nicolaas Scholtz",0,0.428571428571429,0,7
"120","Lloyd Harris",0.3,0.548076923076923,0.4,134
"121","Vladimir Ivanov",0,0.25,0,4
"122","Nikoloz Basilashvili",0.470588235294118,0.476190476190476,0.433333333333333,285
"123","Harri Heliovaara",0.333333333333333,0.4,0,9
"124","George Tsivadze",0,0,0,6
"125","David Agung Susanto",0.5,0.5,0,6
"126","Ruben Gonzales",1,0,0,2
"127","Alberto Lim",0.333333333333333,0.4,0,8
"128","Jirat Navasirisomboon",0.25,1,0,7
"129","Mohammad Ghareeb",0,1,0,1
"130","Wishaya Trongcharoenchaikul",0.833333333333333,0.555555555555556,0.5,17
"131","Laurynas Grigelis",0.333333333333333,0.5,0,14
"132","Antso Rakotondramanga",0,0.5,0,2
"133","Jean Jacques Rakotohasy",0,1,0,1
"134","Frederik Nielsen",0,0.75,0,10
"135","Reda El Amrani",0.5,0,0,4
"136","Soren Hess Olesen",0,0.333333333333333,0,5
"137","Wilfredo Gonzalez",0,0.571428571428571,0,7
"138","Manuel Sanchez",0.5,0.75,0,8
"139","Christopher Diaz Figueroa",0,0.5,0,6
"140","Blaz Kavcic",0,0.2,0.333333333333333,14
"141","Grega Zemlja",0,0.666666666666667,0,3
"142","Thomas Oger",0,1,0,1
"143","Casper Ruud",0.72992700729927,0.564102564102564,0.375,262
"144","Viktor Durasovic",0,0.285714285714286,0,22
"145","Simen Sunde Bratholm",0,0.333333333333333,0,3
"146","Aqeel Khan",0,0.5,0.666666666666667,11
"147","Aisam Ul Haq Qureshi",0,1,0.571428571428571,8
"148","Hamid Reza Nadaf",0,1,0,1
"149","Shahin Khaledan",0,0.333333333333333,0,3
"150","Patrik Rosenholm",0,0.5,0,2
"151","Isak Arvidsson",0,0.5,0,2
"152","Cem Ilkel",0,0.375,0,25
"153","Marsel Ilhan",0,0.666666666666667,0.5,7
"154","Altug Celikbilek",0.333333333333333,0.714285714285714,0.333333333333333,20
